nameOrig,last_step,Recency,Frequency,MonetarySum,MonetaryAvg,R_Score,F_Score,M_Score,RFM_Total,Segment
C1745644922,452,354,5.0,1625609.6552676214,325121.93105352425,4,4,4,12,Champions (핵심 VIP)
C1747509385,442,364,4.0,22215045.38700204,5553761.34675051,4,4,4,12,Champions (핵심 VIP)
C1748361065,494,312,5.0,2152625.762420644,430525.15248412883,4,4,4,12,Champions (핵심 VIP)
C174900112,406,400,4.0,357238.32822594483,89309.58205648621,4,4,4,12,Champions (핵심 VIP)
C1750280552,586,220,4.0,794861.8070576848,198715.4517644212,4,4,4,12,Champions (핵심 VIP)
C1750691692,466,340,4.0,54979.23296692106,13744.808241730265,4,4,3,11,Champions (핵심 VIP)
C1752574660,425,381,5.0,71747.15237330837,14349.430474661674,4,4,3,11,Champions (핵심 VIP)
C1753117275,791,15,5.0,97125.23607824095,19425.047215648192,4,4,3,11,Champions (핵심 VIP)
C1753251204,452,354,3.0,661233.6162397459,220411.20541324862,4,4,4,12,Champions (핵심 VIP)
C1753719615,379,427,4.0,272959.20207646396,68239.80051911599,4,4,4,12,Champions (핵심 VIP)
C1754169743,394,412,5.0,1596892.2466484287,319378.44932968577,4,4,4,12,Champions (핵심 VIP)
C175463553,594,212,3.0,275873.9111927792,91957.97039759306,4,4,4,12,Champions (핵심 VIP)
C1754677787,448,358,5.0,112007.92124071787,22401.584248143576,4,4,3,11,Champions (핵심 VIP)
C1755326382,400,406,4.0,854097.4432538841,213524.36081347102,4,4,4,12,Champions (핵심 VIP)
C175566207,403,403,5.0,2235766.5566067602,447153.311321352,4,4,4,12,Champions (핵심 VIP)
C1756949322,592,214,3.0,75112.86694650968,25037.622315503224,4,4,3,11,Champions (핵심 VIP)
C1757413238,332,474,5.0,1640248.418910553,328049.6837821106,3,4,4,11,Champions (핵심 VIP)
C1759376349,501,305,5.0,487047.8713746749,97409.57427493497,4,4,4,12,Champions (핵심 VIP)
C1759883462,446,360,3.0,203155.77646861016,67718.59215620339,4,4,4,12,Champions (핵심 VIP)
C1760787659,449,357,3.0,669918.3069192107,223306.10230640357,4,4,4,12,Champions (핵심 VIP)
C1761735797,381,425,4.0,147170.15523340806,36792.538808352016,4,4,3,11,Champions (핵심 VIP)
C1764238497,321,485,5.0,273105.9580036493,54621.191600729864,3,4,4,11,Champions (핵심 VIP)
C1764729045,419,387,4.0,371882.2539822728,92970.5634955682,4,4,4,12,Champions (핵심 VIP)
C1765632192,495,311,5.0,95068.10139966087,19013.620279932173,4,4,3,11,Champions (핵심 VIP)
C1765893501,400,406,4.0,66892.13382304364,16723.03345576091,4,4,3,11,Champions (핵심 VIP)
C1766518471,763,43,4.0,65379.15130179887,16344.787825449717,4,4,3,11,Champions (핵심 VIP)
C1768141225,470,336,4.0,836831.2234728073,209207.80586820183,4,4,4,12,Champions (핵심 VIP)
C1768917478,401,405,5.0,154060.6575637439,30812.131512748783,4,4,3,11,Champions (핵심 VIP)
C176904589,451,355,5.0,847440.1996075462,169488.03992150925,4,4,4,12,Champions (핵심 VIP)
C1769571371,396,410,5.0,915358.4980076116,183071.69960152233,4,4,4,12,Champions (핵심 VIP)
C1769731313,644,162,3.0,647577.6015377333,215859.20051257778,4,4,4,12,Champions (핵심 VIP)
C1770063188,471,335,5.0,944562.5317532412,188912.50635064824,4,4,4,12,Champions (핵심 VIP)
C1771030413,445,361,5.0,233932.3798026134,46786.47596052268,4,4,4,12,Champions (핵심 VIP)
C1771238093,465,341,5.0,1791807.4865134472,358361.4973026895,4,4,4,12,Champions (핵심 VIP)
C1772112802,475,331,4.0,1144563.9481995928,286140.9870498982,4,4,4,12,Champions (핵심 VIP)
C1772355534,380,426,5.0,5240105.83924646,1048021.167849292,4,4,4,12,Champions (핵심 VIP)
C1772704536,301,505,5.0,607359.6392257598,121471.92784515195,3,4,4,11,Champions (핵심 VIP)
C1773987806,304,502,4.0,373375.9386727641,93343.98466819103,3,4,4,11,Champions (핵심 VIP)
C1775047948,299,507,4.0,933457.5589649803,233364.38974124508,3,4,4,11,Champions (핵심 VIP)
C1775204731,381,425,5.0,601378.3370753891,120275.66741507783,4,4,4,12,Champions (핵심 VIP)
C1775389808,442,364,4.0,457079.9459904845,114269.98649762112,4,4,4,12,Champions (핵심 VIP)
C1775698560,305,501,4.0,1081774.8106541438,270443.70266353595,3,4,4,11,Champions (핵심 VIP)
C177577323,427,379,5.0,298019.31246481923,59603.862492963846,4,4,4,12,Champions (핵심 VIP)
C1775817929,377,429,4.0,611668.3006488681,152917.07516221702,4,4,4,12,Champions (핵심 VIP)
C1776579370,350,456,4.0,184318.120288932,46079.530072233,4,4,3,11,Champions (핵심 VIP)
C1776639665,303,503,5.0,824752.0314693598,164950.40629387196,3,4,4,11,Champions (핵심 VIP)
C1779896753,376,430,3.0,634456.4776451809,211485.49254839364,4,4,4,12,Champions (핵심 VIP)
C1780791360,299,507,5.0,2577960.071950358,515592.01439007156,3,4,4,11,Champions (핵심 VIP)
C1780860622,352,454,5.0,692216.6682276566,138443.33364553133,4,4,4,12,Champions (핵심 VIP)
C1782137882,474,332,4.0,354346.5637990415,88586.64094976037,4,4,4,12,Champions (핵심 VIP)
C1782232452,301,505,3.0,804843.3736661407,268281.12455538026,3,4,4,11,Champions (핵심 VIP)
C1782333171,424,382,5.0,2011881.0362519808,402376.20725039614,4,4,4,12,Champions (핵심 VIP)
C1782407604,378,428,5.0,64998.74698935022,12999.749397870044,4,4,3,11,Champions (핵심 VIP)
C1782418264,333,473,5.0,547006.6027148739,109401.32054297478,3,4,4,11,Champions (핵심 VIP)
C1783607694,258,548,5.0,1431307.774633233,286261.5549266466,3,4,4,11,Champions (핵심 VIP)
C1784201583,355,451,3.0,1831068.7213274413,610356.2404424804,4,4,4,12,Champions (핵심 VIP)
C1784945333,327,479,5.0,928436.7858190077,185687.35716380153,3,4,4,11,Champions (핵심 VIP)
C178548078,376,430,4.0,8380730.702412616,2095182.675603154,4,4,4,12,Champions (핵심 VIP)
C1785980017,660,146,3.0,58108.645312332286,19369.548437444097,4,4,3,11,Champions (핵심 VIP)
C1786286960,283,523,4.0,669509.8064343161,167377.45160857902,3,4,4,11,Champions (핵심 VIP)
C1786665448,402,404,5.0,908694.0576466505,181738.8115293301,4,4,4,12,Champions (핵심 VIP)
C1786713234,431,375,5.0,415437.33172775904,83087.4663455518,4,4,4,12,Champions (핵심 VIP)
C1787681112,762,44,4.0,63453.01948752633,15863.254871881583,4,4,3,11,Champions (핵심 VIP)
C1787807766,565,241,5.0,852464.5900326311,170492.91800652622,4,4,4,12,Champions (핵심 VIP)
C1790369944,349,457,5.0,359234.7333704406,71846.94667408812,4,4,4,12,Champions (핵심 VIP)
C179177437,397,409,5.0,851849.6523430618,170369.93046861235,4,4,4,12,Champions (핵심 VIP)
C1795028366,299,507,3.0,2618179.088991975,872726.362997325,3,4,4,11,Champions (핵심 VIP)
C1795559676,370,436,5.0,1835922.5065584844,367184.5013116969,4,4,4,12,Champions (핵심 VIP)
C1798487374,479,327,5.0,85031.33242168665,17006.266484337328,4,4,3,11,Champions (핵심 VIP)
C1801044877,466,340,4.0,1304461.56810764,326115.39202691,4,4,4,12,Champions (핵심 VIP)
C1801769316,570,236,3.0,356675.2381641292,118891.74605470973,4,4,4,12,Champions (핵심 VIP)
C1802966676,447,359,5.0,1750067.5868329331,350013.5173665866,4,4,4,12,Champions (핵심 VIP)
C1803385597,355,451,5.0,922133.6121067815,184426.7224213563,4,4,4,12,Champions (핵심 VIP)
C1804484870,404,402,5.0,1372731.160718143,274546.2321436286,4,4,4,12,Champions (핵심 VIP)
C1804852482,373,433,3.0,64395.70125438206,21465.233751460688,4,4,3,11,Champions (핵심 VIP)
C1806435903,545,261,5.0,474595.227745095,94919.04554901899,4,4,4,12,Champions (핵심 VIP)
C1806956449,306,500,3.0,578281.1284364067,192760.3761454689,3,4,4,11,Champions (핵심 VIP)
C1807720535,346,460,5.0,639453.8300516142,127890.76601032284,3,4,4,11,Champions (핵심 VIP)
C1807938098,425,381,3.0,700248.7132749119,233416.23775830396,4,4,4,12,Champions (핵심 VIP)
C1809166801,452,354,5.0,1084060.5792854098,216812.11585708195,4,4,4,12,Champions (핵심 VIP)
C1809351151,352,454,4.0,160142.64599818335,40035.66149954584,4,4,3,11,Champions (핵심 VIP)
C1809406021,380,426,3.0,262661.3054777046,87553.76849256821,4,4,4,12,Champions (핵심 VIP)
C1810166039,543,263,3.0,839398.8035219279,279799.60117397597,4,4,4,12,Champions (핵심 VIP)
C1811415587,562,244,4.0,257008.01752877026,64252.004382192565,4,4,4,12,Champions (핵심 VIP)
C1813147188,522,284,5.0,46230.110236122986,9246.022047224596,4,4,3,11,Champions (핵심 VIP)
C181392329,400,406,4.0,808260.9479309688,202065.2369827422,4,4,4,12,Champions (핵심 VIP)
C1814534434,283,523,4.0,900343.3992102691,225085.84980256727,3,4,4,11,Champions (핵심 VIP)
C181598704,426,380,5.0,751855.1506802249,150371.03013604498,4,4,4,12,Champions (핵심 VIP)
C181725593,258,548,3.0,1330698.1985152462,443566.06617174874,3,4,4,11,Champions (핵심 VIP)
C181732553,474,332,5.0,61349.96758590656,12269.993517181312,4,4,3,11,Champions (핵심 VIP)
C1817512198,709,97,4.0,555332.6261299156,138833.1565324789,4,4,4,12,Champions (핵심 VIP)
C1817993029,427,379,3.0,280255.0813063792,93418.36043545972,4,4,4,12,Champions (핵심 VIP)
C181924691,285,521,3.0,658794.4901640269,219598.16338800895,3,4,4,11,Champions (핵심 VIP)
C181932048,261,545,3.0,2590779.7981088026,863593.2660362675,3,4,4,11,Champions (핵심 VIP)
C181988200,324,482,5.0,1095130.2637419242,219026.05274838483,3,4,4,11,Champions (핵심 VIP)
C1820207154,452,354,5.0,1461659.3902711598,292331.878054232,4,4,4,12,Champions (핵심 VIP)
C1820790143,441,365,5.0,281477.05923163355,56295.41184632671,4,4,4,12,Champions (핵심 VIP)
C1820815019,304,502,5.0,543667.0431547734,108733.40863095468,3,4,4,11,Champions (핵심 VIP)
C1820828754,449,357,5.0,975954.3768690706,195190.8753738141,4,4,4,12,Champions (핵심 VIP)
C1822035744,273,533,3.0,201958.56979911588,67319.52326637197,3,4,4,11,Champions (핵심 VIP)
C1822809380,380,426,4.0,246927.74497631,61731.9362440775,4,4,4,12,Champions (핵심 VIP)
C1822916344,441,365,3.0,229740.14324858287,76580.04774952763,4,4,4,12,Champions (핵심 VIP)
C1824297557,297,509,4.0,205706.76705125434,51426.691762813585,3,4,4,11,Champions (핵심 VIP)
C182442990,257,549,3.0,236692.6405465739,78897.54684885796,3,4,4,11,Champions (핵심 VIP)
C1824686994,495,311,5.0,56548.87325566444,11309.774651132888,4,4,3,11,Champions (핵심 VIP)
C1826887951,442,364,3.0,434014.8144551682,144671.6048183894,4,4,4,12,Champions (핵심 VIP)
C1826942546,348,458,3.0,410096.35921398515,136698.78640466172,4,4,4,12,Champions (핵심 VIP)
C1827270000,274,532,5.0,614852.3223477473,122970.46446954945,3,4,4,11,Champions (핵심 VIP)
C1828393710,279,527,5.0,1933547.781912244,386709.55638244876,3,4,4,11,Champions (핵심 VIP)
C1828711255,377,429,3.0,878885.6219991049,292961.87399970164,4,4,4,12,Champions (핵심 VIP)
C1828843327,301,505,4.0,356436.9234041099,89109.23085102747,3,4,4,11,Champions (핵심 VIP)
C1829249361,306,500,4.0,1307057.6530330717,326764.4132582679,3,4,4,11,Champions (핵심 VIP)
C1829552615,306,500,3.0,565992.3771605992,188664.12572019975,3,4,4,11,Champions (핵심 VIP)
C1830202662,354,452,3.0,554305.8717026792,184768.62390089306,4,4,4,12,Champions (핵심 VIP)
C1830343097,468,338,4.0,148443.28468342323,37110.82117085581,4,4,3,11,Champions (핵심 VIP)
C1831271359,450,356,3.0,152345.586811094,50781.86227036466,4,4,3,11,Champions (핵심 VIP)
C1832714770,442,364,4.0,605777.3018863634,151444.32547159086,4,4,4,12,Champions (핵심 VIP)
C1833444449,279,527,4.0,699594.7107933029,174898.67769832572,3,4,4,11,Champions (핵심 VIP)
C1834680670,357,449,4.0,73029.49740060324,18257.37435015081,4,4,3,11,Champions (핵심 VIP)
C18348591,398,408,1.0,405971.83,405971.83,4,3,4,11,Champions (핵심 VIP)
C1834994875,588,218,3.0,1179348.845638841,393116.28187961364,4,4,4,12,Champions (핵심 VIP)
C1835029366,377,429,1.0,228518.63,228518.63,4,3,4,11,Champions (핵심 VIP)
C1835154546,396,410,1.0,641754.3,641754.3,4,3,4,11,Champions (핵심 VIP)
C1835264450,355,451,1.0,292416.92,292416.92,4,3,4,11,Champions (핵심 VIP)
C1835277194,563,243,1.0,1565621.39,1565621.39,4,3,4,11,Champions (핵심 VIP)
C1835545978,588,218,1.0,282329.83,282329.83,4,3,4,11,Champions (핵심 VIP)
C1835629938,404,402,1.0,238215.4,238215.4,4,3,4,11,Champions (핵심 VIP)
C1835638108,347,459,1.0,225322.72,225322.72,4,3,4,11,Champions (핵심 VIP)
C183565247,348,458,1.0,369613.14,369613.14,4,3,4,11,Champions (핵심 VIP)
C1835837753,466,340,5.0,88695.21220321562,17739.042440643123,4,4,3,11,Champions (핵심 VIP)
C1835992215,544,262,1.0,1041203.31,1041203.31,4,3,4,11,Champions (핵심 VIP)
C1836426814,350,456,1.0,2188606.17,2188606.17,4,3,4,11,Champions (핵심 VIP)
C1836921559,372,434,1.0,367222.15,367222.15,4,3,4,11,Champions (핵심 VIP)
C1836951118,358,448,1.0,400519.99,400519.99,4,3,4,11,Champions (핵심 VIP)
C1837197583,564,242,1.0,283803.72,283803.72,4,3,4,11,Champions (핵심 VIP)
C1837416478,372,434,1.0,384789.87,384789.87,4,3,4,11,Champions (핵심 VIP)
C1837426305,405,401,1.0,259106.62,259106.62,4,3,4,11,Champions (핵심 VIP)
C1837628447,382,424,5.0,708164.8369007255,141632.9673801451,4,4,4,12,Champions (핵심 VIP)
C1837892934,402,404,1.0,242110.75,242110.75,4,3,4,11,Champions (핵심 VIP)
C183796913,552,254,1.0,396905.3,396905.3,4,3,4,11,Champions (핵심 VIP)
C1838158235,590,216,1.0,806861.12,806861.12,4,3,4,11,Champions (핵심 VIP)
C1838309463,520,286,1.0,244679.27,244679.27,4,3,4,11,Champions (핵심 VIP)
C1838312727,279,527,4.0,3997676.4584757797,999419.1146189449,3,4,4,11,Champions (핵심 VIP)
C1838450722,683,123,1.0,1291770.59,1291770.59,4,3,4,11,Champions (핵심 VIP)
C183872190,345,461,5.0,840548.8407666476,168109.76815332953,3,4,4,11,Champions (핵심 VIP)
C1838823633,347,459,1.0,261032.28,261032.28,4,3,4,11,Champions (핵심 VIP)
C1838883393,254,552,3.0,1065389.4313726858,355129.8104575619,3,4,4,11,Champions (핵심 VIP)
C18388976,376,430,5.0,712654.6000466774,142530.92000933547,4,4,4,12,Champions (핵심 VIP)
C1839439202,402,404,1.0,357393.19,357393.19,4,3,4,11,Champions (핵심 VIP)
C1839513665,398,408,3.0,376023.22917989094,125341.07639329699,4,4,4,12,Champions (핵심 VIP)
C183962061,371,435,3.0,456779.6786195888,152259.89287319625,4,4,4,12,Champions (핵심 VIP)
C1839703384,350,456,1.0,245979.99,245979.99,4,3,4,11,Champions (핵심 VIP)
C1839797200,283,523,5.0,837928.7952324867,167585.75904649735,3,4,4,11,Champions (핵심 VIP)
C1840060858,450,356,3.0,504998.5363287484,168332.84544291612,4,4,4,12,Champions (핵심 VIP)
C1840139343,545,261,1.0,221327.24,221327.24,4,3,4,11,Champions (핵심 VIP)
C1840309267,376,430,5.0,914237.9880720647,182847.59761441295,4,4,4,12,Champions (핵심 VIP)
C1840459421,396,410,1.0,218841.31,218841.31,4,3,4,11,Champions (핵심 VIP)
C1840650899,355,451,1.0,311897.54,311897.54,4,3,4,11,Champions (핵심 VIP)
C1841108322,353,453,1.0,380803.25,380803.25,4,3,4,11,Champions (핵심 VIP)
C1841360192,375,431,1.0,424611.19,424611.19,4,3,4,11,Champions (핵심 VIP)
C1841410077,354,452,1.0,372205.66,372205.66,4,3,4,11,Champions (핵심 VIP)
C1841602223,351,455,1.0,2195798.47,2195798.47,4,3,4,11,Champions (핵심 VIP)
C1841606342,403,403,1.0,192303.31,192303.31,4,3,4,11,Champions (핵심 VIP)
C1841825862,354,452,1.0,276345.53,276345.53,4,3,4,11,Champions (핵심 VIP)
C1842209960,347,459,1.0,203618.5,203618.5,4,3,4,11,Champions (핵심 VIP)
C1842261113,372,434,1.0,607164.86,607164.86,4,3,4,11,Champions (핵심 VIP)
C1842446721,399,407,1.0,449428.59,449428.59,4,3,4,11,Champions (핵심 VIP)
C1842480341,417,389,4.0,1100193.5532016854,275048.38830042136,4,4,4,12,Champions (핵심 VIP)
C1842723440,397,409,1.0,294251.52,294251.52,4,3,4,11,Champions (핵심 VIP)
C1842864789,585,221,1.0,736226.95,736226.95,4,3,4,11,Champions (핵심 VIP)
C1842985046,394,412,1.0,384957.25,384957.25,4,3,4,11,Champions (핵심 VIP)
C1843624663,759,47,4.0,1405511.4929581985,351377.87323954963,4,4,4,12,Champions (핵심 VIP)
C1843967707,590,216,1.0,190040.1,190040.1,4,3,4,11,Champions (핵심 VIP)
C1844305285,371,435,1.0,606532.12,606532.12,4,3,4,11,Champions (핵심 VIP)
C1844370540,394,412,1.0,276253.03,276253.03,4,3,4,11,Champions (핵심 VIP)
C1845027531,299,507,5.0,904891.1504907402,180978.23009814805,3,4,4,11,Champions (핵심 VIP)
C1845129834,422,384,3.0,714088.0980682408,238029.36602274692,4,4,4,12,Champions (핵심 VIP)
C1845444958,377,429,1.0,253869.13,253869.13,4,3,4,11,Champions (핵심 VIP)
C1845796796,353,453,1.0,289255.52,289255.52,4,3,4,11,Champions (핵심 VIP)
C1845959833,397,409,1.0,1553560.97,1553560.97,4,3,4,11,Champions (핵심 VIP)
C1846311150,404,402,1.0,193339.91,193339.91,4,3,4,11,Champions (핵심 VIP)
C1846580543,372,434,1.0,287788.55,287788.55,4,3,4,11,Champions (핵심 VIP)
C1847616252,394,412,1.0,765741.79,765741.79,4,3,4,11,Champions (핵심 VIP)
C1847691554,567,239,1.0,344127.18,344127.18,4,3,4,11,Champions (핵심 VIP)
C1847990482,567,239,1.0,311880.82,311880.82,4,3,4,11,Champions (핵심 VIP)
C1848012241,566,240,1.0,280035.26,280035.26,4,3,4,11,Champions (핵심 VIP)
C1848087367,432,374,4.0,71933.07255098058,17983.268137745144,4,4,3,11,Champions (핵심 VIP)
C1848389178,398,408,1.0,965858.66,965858.66,4,3,4,11,Champions (핵심 VIP)
C1848508740,450,356,4.0,284629.4852057224,71157.3713014306,4,4,4,12,Champions (핵심 VIP)
C1848941007,400,406,1.0,246628.2,246628.2,4,3,4,11,Champions (핵심 VIP)
C1849229498,260,546,5.0,1237152.7724217554,247430.55448435107,3,4,4,11,Champions (핵심 VIP)
C184942881,454,352,5.0,1052488.8922787157,210497.77845574316,4,4,4,12,Champions (핵심 VIP)
C1849565163,360,446,1.0,199923.38,199923.38,4,3,4,11,Champions (핵심 VIP)
C1850528331,422,384,5.0,983376.241509793,196675.2483019586,4,4,4,12,Champions (핵심 VIP)
C1850820149,379,427,1.0,263322.11,263322.11,4,3,4,11,Champions (핵심 VIP)
C1850860687,354,452,1.0,380684.92,380684.92,4,3,4,11,Champions (핵심 VIP)
C1850988937,642,164,5.0,414105.76950698183,82821.15390139636,4,4,4,12,Champions (핵심 VIP)
C1851224762,377,429,1.0,237623.08,237623.08,4,3,4,11,Champions (핵심 VIP)
C1851258982,373,433,1.0,332592.37,332592.37,4,3,4,11,Champions (핵심 VIP)
C1851414444,255,551,4.0,1245775.8030737855,311443.9507684464,3,4,4,11,Champions (핵심 VIP)
C1851550843,372,434,1.0,575301.01,575301.01,4,3,4,11,Champions (핵심 VIP)
C185179125,352,454,1.0,267493.5,267493.5,4,3,4,11,Champions (핵심 VIP)
C1851904098,378,428,1.0,316105.89,316105.89,4,3,4,11,Champions (핵심 VIP)
C1852743162,565,241,5.0,55357.65590560378,11071.531181120756,4,4,3,11,Champions (핵심 VIP)
C1853228595,401,405,1.0,302683.62,302683.62,4,3,4,11,Champions (핵심 VIP)
C1853342542,401,405,1.0,215246.65,215246.65,4,3,4,11,Champions (핵심 VIP)
C1853799793,552,254,1.0,231040.43,231040.43,4,3,4,11,Champions (핵심 VIP)
C1853972827,404,402,5.0,503509.2874195342,100701.85748390683,4,4,4,12,Champions (핵심 VIP)
C1853974716,588,218,1.0,223483.52,223483.52,4,3,4,11,Champions (핵심 VIP)
C1854267152,394,412,1.0,844399.48,844399.48,4,3,4,11,Champions (핵심 VIP)
C1854279446,354,452,1.0,296150.06,296150.06,4,3,4,11,Champions (핵심 VIP)
C1854654582,394,412,5.0,2172779.4739746763,434555.89479493524,4,4,4,12,Champions (핵심 VIP)
C1854667763,380,426,1.0,821073.34,821073.34,4,3,4,11,Champions (핵심 VIP)
C1854779209,373,433,1.0,342038.83,342038.83,4,3,4,11,Champions (핵심 VIP)
C1855508938,251,555,5.0,1361882.2768322441,272376.45536644885,3,4,4,11,Champions (핵심 VIP)
C1855542266,375,431,5.0,283916.94136977626,56783.38827395525,4,4,4,12,Champions (핵심 VIP)
C1855606388,351,455,1.0,3085176.29,3085176.29,4,3,4,11,Champions (핵심 VIP)
C1855947267,538,268,1.0,1392337.38,1392337.38,4,3,4,11,Champions (핵심 VIP)
C1855984187,399,407,1.0,239549.06,239549.06,4,3,4,11,Champions (핵심 VIP)
C1856317842,356,450,1.0,297337.17,297337.17,4,3,4,11,Champions (핵심 VIP)
C1856354154,350,456,3.0,561768.6293008788,187256.20976695963,4,4,4,12,Champions (핵심 VIP)
C1856369339,522,284,1.0,242777.14,242777.14,4,3,4,11,Champions (핵심 VIP)
C1856490708,406,400,1.0,326795.55,326795.55,4,3,4,11,Champions (핵심 VIP)
C185663981,371,435,1.0,225768.54,225768.54,4,3,4,11,Champions (핵심 VIP)
C1856650571,352,454,1.0,468783.96,468783.96,4,3,4,11,Champions (핵심 VIP)
C1856699617,445,361,3.0,505318.9185718123,168439.63952393743,4,4,4,12,Champions (핵심 VIP)
C1856702853,351,455,1.0,285112.96,285112.96,4,3,4,11,Champions (핵심 VIP)
C1856734768,379,427,1.0,265122.42,265122.42,4,3,4,11,Champions (핵심 VIP)
C1856906842,526,280,3.0,162964.65305815748,54321.55101938583,4,4,3,11,Champions (핵심 VIP)
C1856951483,397,409,1.0,234164.46,234164.46,4,3,4,11,Champions (핵심 VIP)
C1856999341,297,509,5.0,3156582.951205325,631316.590241065,3,4,4,11,Champions (핵심 VIP)
C1857166590,347,459,1.0,372341.17,372341.17,4,3,4,11,Champions (핵심 VIP)
C185743163,355,451,1.0,509249.81,509249.81,4,3,4,11,Champions (핵심 VIP)
C1857446554,347,459,1.0,458128.57,458128.57,4,3,4,11,Champions (핵심 VIP)
C1857718149,348,458,1.0,687967.76,687967.76,4,3,4,11,Champions (핵심 VIP)
C1857740378,566,240,1.0,192126.39,192126.39,4,3,4,11,Champions (핵심 VIP)
C1858026032,396,410,5.0,185985.6592879973,37197.13185759946,4,4,3,11,Champions (핵심 VIP)
C1858079197,396,410,1.0,1753877.94,1753877.94,4,3,4,11,Champions (핵심 VIP)
C1858576067,395,411,1.0,508766.42,508766.42,4,3,4,11,Champions (핵심 VIP)
C1858809262,522,284,1.0,264066.92,264066.92,4,3,4,11,Champions (핵심 VIP)
C1858918311,349,457,1.0,223867.41,223867.41,4,3,4,11,Champions (핵심 VIP)
C1859191696,299,507,5.0,219573.1857999064,43914.637159981285,3,4,4,11,Champions (핵심 VIP)
C185923646,450,356,5.0,2094600.3309339632,418920.0661867926,4,4,4,12,Champions (핵심 VIP)
C1859927467,371,435,4.0,1014541.4359462706,253635.35898656765,4,4,4,12,Champions (핵심 VIP)
C1860326804,396,410,1.0,361445.51,361445.51,4,3,4,11,Champions (핵심 VIP)
C1860548381,381,425,1.0,322889.56,322889.56,4,3,4,11,Champions (핵심 VIP)
C1860630991,347,459,1.0,1210236.68,1210236.68,4,3,4,11,Champions (핵심 VIP)
C1860869566,404,402,1.0,428745.53,428745.53,4,3,4,11,Champions (핵심 VIP)
C1861118269,402,404,3.0,446585.66409392084,148861.88803130694,4,4,4,12,Champions (핵심 VIP)
C1861557557,349,457,1.0,587156.69,587156.69,4,3,4,11,Champions (핵심 VIP)
C1861890932,351,455,1.0,746838.87,746838.87,4,3,4,11,Champions (핵심 VIP)
C1862000967,251,555,5.0,318349.5913357263,63669.918267145265,3,4,4,11,Champions (핵심 VIP)
C1862328014,398,408,1.0,463814.35,463814.35,4,3,4,11,Champions (핵심 VIP)
C1862489526,348,458,1.0,378128.84,378128.84,4,3,4,11,Champions (핵심 VIP)
C1862610786,401,405,1.0,192188.37,192188.37,4,3,4,11,Champions (핵심 VIP)
C1862706285,377,429,1.0,193176.87,193176.87,4,3,4,11,Champions (핵심 VIP)
C1862772262,465,341,5.0,46127.07001860492,9225.414003720984,4,4,3,11,Champions (핵심 VIP)
C1862801634,380,426,1.0,1219812.24,1219812.24,4,3,4,11,Champions (핵심 VIP)
C1862870309,379,427,5.0,1407676.4369281235,281535.2873856247,4,4,4,12,Champions (핵심 VIP)
C1862950917,352,454,1.0,850669.24,850669.24,4,3,4,11,Champions (핵심 VIP)
C1863182512,443,363,1.0,1591263.43,1591263.43,4,3,4,11,Champions (핵심 VIP)
C1863284698,596,210,1.0,192213.69,192213.69,4,3,4,11,Champions (핵심 VIP)
C1863669691,300,506,4.0,628312.8160107259,157078.20400268148,3,4,4,11,Champions (핵심 VIP)
C186380779,476,330,1.0,210225.09,210225.09,4,3,4,11,Champions (핵심 VIP)
C1864643635,565,241,1.0,208976.33,208976.33,4,3,4,11,Champions (핵심 VIP)
C1864654143,379,427,1.0,795714.83,795714.83,4,3,4,11,Champions (핵심 VIP)
C1864776707,354,452,1.0,7254286.29,7254286.29,4,3,4,11,Champions (핵심 VIP)
C1864891535,373,433,1.0,342768.95,342768.95,4,3,4,11,Champions (핵심 VIP)
C1865258466,351,455,1.0,323072.99,323072.99,4,3,4,11,Champions (핵심 VIP)
C1865413595,466,340,4.0,446720.9326409103,111680.23316022758,4,4,4,12,Champions (핵심 VIP)
C1865733063,426,380,4.0,1117273.692511068,279318.423127767,4,4,4,12,Champions (핵심 VIP)
C186611825,349,457,3.0,546704.9551124542,182234.98503748476,4,4,4,12,Champions (핵심 VIP)
C1866537850,379,427,4.0,989531.1094474648,247382.7773618662,4,4,4,12,Champions (핵심 VIP)
C18665473,399,407,1.0,457983.64,457983.64,4,3,4,11,Champions (핵심 VIP)
C1866563466,379,427,5.0,571260.3260164297,114252.06520328594,4,4,4,12,Champions (핵심 VIP)
C1867117052,424,382,5.0,8444496.867211577,1688899.3734423153,4,4,4,12,Champions (핵심 VIP)
C1867123285,353,453,1.0,204947.85,204947.85,4,3,4,11,Champions (핵심 VIP)
C1867164432,690,116,1.0,324601.4,324601.4,4,3,4,11,Champions (핵심 VIP)
C1867582447,356,450,1.0,192181.15,192181.15,4,3,4,11,Champions (핵심 VIP)
C1867594152,522,284,1.0,485483.05,485483.05,4,3,4,11,Champions (핵심 VIP)
C186766475,402,404,1.0,656545.21,656545.21,4,3,4,11,Champions (핵심 VIP)
C1868292415,356,450,1.0,814836.1,814836.1,4,3,4,11,Champions (핵심 VIP)
C1868363425,401,405,5.0,97297.18322846742,19459.436645693484,4,4,3,11,Champions (핵심 VIP)
C1868387890,401,405,1.0,427031.17,427031.17,4,3,4,11,Champions (핵심 VIP)
C1868814695,522,284,1.0,248416.98,248416.98,4,3,4,11,Champions (핵심 VIP)
C1868991649,709,97,1.0,273823.74,273823.74,4,3,4,11,Champions (핵심 VIP)
C1869078155,373,433,1.0,338198.57,338198.57,4,3,4,11,Champions (핵심 VIP)
