nameOrig,Recency,Frequency,MonetarySum,MonetaryAvg
C1493880292,621,1.0,3639.78,3639.78
C1493884503,640,1.0,40664.26,40664.26
C1493900434,566,1.0,4756.12,4756.12
C14939010,625,1.0,12637.52,12637.52
C1493922596,787,0.0,0.0,0.0
C1493932702,460,1.0,28245.19,28245.19
C1493934921,787,0.0,0.0,0.0
C1493936148,412,1.0,14255.78,14255.78
C1493977907,501,1.0,251630.4,251630.4
C1493979368,577,1.0,135141.94,135141.94
C1493986316,789,0.0,0.0,0.0
C149400621,645,1.0,2286.32,2286.32
C1494016604,651,1.0,536.32,536.32
C1494035185,591,1.0,121025.12,121025.12
C1494065010,599,1.0,46913.37,46913.37
C1494099126,550,1.0,151121.77,151121.77
C1494100334,424,1.0,16171.97,16171.97
C1494138863,403,1.0,10443.17,10443.17
C1494151705,647,1.0,5051.76,5051.76
C1494165733,769,0.0,0.0,0.0
C1494181078,765,0.0,0.0,0.0
C1494189314,795,0.0,0.0,0.0
C1494215016,671,1.0,376025.16,376025.16
C1494219557,765,0.0,0.0,0.0
C1494224865,786,0.0,0.0,0.0
C1494239072,437,1.0,252014.87,252014.87
C1494258848,592,1.0,106.66,106.66
C1494262671,621,1.0,62071.05,62071.05
C1494272754,480,1.0,59244.14,59244.14
C1494312357,288,1.0,400432.41,400432.41
C1494333587,435,1.0,109607.6,109607.6
C1494389511,530,1.0,43584.91,43584.91
C1494389973,764,0.0,0.0,0.0
C1494397995,480,1.0,27841.59,27841.59
C1494419860,796,0.0,0.0,0.0
C1494420475,625,1.0,3908.2,3908.2
C149442858,502,1.0,75444.38,75444.38
C1494445125,568,1.0,5389.63,5389.63
C1494462832,795,0.0,0.0,0.0
C1494482685,595,1.0,368540.16,368540.16
C1494488831,667,1.0,49151.41,49151.41
C1494514110,429,4.0,244428.85703551574,61107.214258878936
C1494539192,484,1.0,32811.13,32811.13
C1494595819,477,1.0,14716.58,14716.58
C1494640049,500,1.0,234874.08,234874.08
C1494647210,791,0.0,0.0,0.0
C1494669969,765,0.0,0.0,0.0
C1494677644,434,1.0,8185.1,8185.1
C1494685269,674,1.0,4157.35,4157.35
C14946859,676,1.0,53794.0,53794.0
C1494691984,629,1.0,1130196.88,1130196.88
C1494710841,627,1.0,11452.1,11452.1
C1494711054,578,1.0,260410.83,260410.83
C1494716280,496,1.0,55217.97,55217.97
C1494740567,505,1.0,26519.18,26519.18
C1494754591,424,1.0,154109.49,154109.49
C1494755050,358,1.0,182754.01,182754.01
C1494769175,430,1.0,18231.42,18231.42
C1494777426,522,1.0,283058.0,283058.0
C1494808517,675,1.0,195434.13,195434.13
C1494824217,772,0.0,0.0,0.0
C1494824943,788,0.0,0.0,0.0
C1494825390,650,1.0,548389.55,548389.55
C1494826792,498,1.0,213537.78,213537.78
C1494828249,503,1.0,333955.37,333955.37
C1494852635,647,1.0,27404.24,27404.24
C1494854234,547,1.0,53975.88,53975.88
C1494881406,316,1.0,66503.9,66503.9
C1494892982,436,1.0,117644.11,117644.11
C1494902680,645,1.0,399951.8,399951.8
C1494916749,498,1.0,154.62,154.62
C1494921407,626,1.0,208642.12,208642.12
C1494964761,521,1.0,16605.22,16605.22
C1494975349,528,1.0,7847.53,7847.53
C1494986174,642,1.0,9483.53,9483.53
C1494991237,219,1.0,125450.56,125450.56
C1495005667,432,1.0,94920.18,94920.18
C1495081098,645,1.0,188613.93,188613.93
C1495124760,622,1.0,380643.69,380643.69
C1495126628,527,1.0,7026.51,7026.51
C1495147051,577,1.0,22965.07,22965.07
C1495156369,505,1.0,44003.34,44003.34
C1495204451,499,1.0,10413.1,10413.1
C1495239404,641,1.0,8752.85,8752.85
C1495245721,597,1.0,5037.38,5037.38
C1495259203,478,1.0,10000000.0,10000000.0
C1495263879,796,0.0,0.0,0.0
C1495289440,402,1.0,3338.25,3338.25
C1495289565,460,1.0,75685.45,75685.45
C1495313236,598,1.0,36960.79,36960.79
C14953201,652,1.0,12024.43,12024.43
C1495334916,398,1.0,130849.53,130849.53
C1495347913,792,0.0,0.0,0.0
C1495349108,500,1.0,275146.72,275146.72
C1495351981,478,1.0,67066.15,67066.15
C1495418766,431,1.0,173582.53,173582.53
C1495433254,424,1.0,232717.8,232717.8
C1495434491,531,3.0,940942.3527019806,313647.4509006602
C1495441682,618,1.0,70439.3,70439.3
C1495442205,667,1.0,101383.45,101383.45
C1495448575,554,1.0,16055.25,16055.25
C1495483419,500,1.0,246764.35,246764.35
C1495483749,460,1.0,95094.05,95094.05
C1495496001,673,1.0,186962.7,186962.7
C1495506097,410,1.0,16396.46,16396.46
C149551904,767,0.0,0.0,0.0
C1495522340,621,1.0,143824.98,143824.98
C1495548856,451,1.0,159476.72,159476.72
C1495559870,644,1.0,89051.23,89051.23
C149556980,600,1.0,154930.76,154930.76
C1495591214,114,1.0,249788.25,249788.25
C1495626132,474,1.0,3169.62,3169.62
C149565841,619,1.0,6722.69,6722.69
C1495658666,335,1.0,715351.11,715351.11
C1495659487,622,1.0,121640.12,121640.12
C1495666722,507,1.0,105131.59,105131.59
C1495692320,496,1.0,6879.0,6879.0
C1495692974,787,0.0,0.0,0.0
C1495694984,428,1.0,37974.03,37974.03
C1495704610,358,1.0,310640.52,310640.52
C1495706142,793,0.0,0.0,0.0
C1495706966,621,1.0,122701.59,122701.59
C1495710257,768,0.0,0.0,0.0
C1495731599,499,1.0,112130.23,112130.23
C1495748321,278,1.0,243880.02,243880.02
C1495753982,628,1.0,9385.37,9385.37
C1495844904,600,1.0,283971.9,283971.9
C1495849096,450,1.0,19543.11,19543.11
C1495879618,576,1.0,19608.53,19608.53
C1495902534,406,1.0,9439.6,9439.6
C1495947381,671,1.0,17195.06,17195.06
C1495956563,544,1.0,8346.69,8346.69
C1496031146,426,1.0,17702.23,17702.23
C149604186,650,1.0,3390.64,3390.64
C1496055926,483,1.0,10259.31,10259.31
C149610015,548,1.0,362680.67,362680.67
C1496125913,796,0.0,0.0,0.0
C149613321,602,1.0,25819.83,25819.83
C1496147022,362,4.0,39663.845251693485,9915.961312923371
C1496161737,498,1.0,39770.08,39770.08
C1496180415,621,1.0,106426.33,106426.33
C149623068,622,1.0,205550.84,205550.84
C1496245633,791,0.0,0.0,0.0
C1496287397,502,1.0,18341.58,18341.58
C1496291204,533,1.0,6267.72,6267.72
C1496301563,676,1.0,25695.67,25695.67
C1496341571,759,0.0,0.0,0.0
C1496341929,529,1.0,114239.49,114239.49
C1496345664,644,1.0,186992.71,186992.71
C1496346386,789,0.0,0.0,0.0
C1496391993,432,3.0,88140.91308009611,29380.304360032038
C1496402379,625,1.0,11650.74,11650.74
C1496419879,455,1.0,67212.73,67212.73
C149643378,504,1.0,483133.94,483133.94
C1496447589,763,0.0,0.0,0.0
C1496496205,532,1.0,225696.75,225696.75
C1496496455,499,5.0,1371868.4435071712,274373.68870143424
C1496496540,601,1.0,26264.04,26264.04
C149654305,794,0.0,0.0,0.0
C1496566753,649,1.0,26642.39,26642.39
C149658387,436,1.0,20718.3,20718.3
C1496593000,451,1.0,12266.97,12266.97
C1496603226,212,4.0,28811.424487911536,7202.856121977884
C1496639377,306,1.0,207696.56,207696.56
C1496644518,457,1.0,333116.12,333116.12
C1496656841,769,0.0,0.0,0.0
C1496681185,279,1.0,1626.88,1626.88
C149670539,642,1.0,6106.42,6106.42
C1496706404,241,1.0,15357.08,15357.08
C1496722611,763,0.0,0.0,0.0
C1496729469,483,1.0,1700836.2,1700836.2
C1496759836,474,1.0,46286.75,46286.75
C1496793841,412,1.0,175666.06,175666.06
C1496816226,786,0.0,0.0,0.0
C149681940,619,1.0,16860.39,16860.39
C1496827743,770,0.0,0.0,0.0
C1496835998,619,1.0,12366.23,12366.23
C1496839477,406,1.0,66366.18,66366.18
C1496841011,674,1.0,125375.27,125375.27
C1496845042,595,1.0,100327.08,100327.08
C1496849139,593,1.0,21465.77,21465.77
C1496858249,796,0.0,0.0,0.0
C1496872136,677,1.0,4938.81,4938.81
C1496877933,618,1.0,1110.73,1110.73
C1496886274,509,1.0,3806.58,3806.58
C1496886391,649,1.0,156649.44,156649.44
C1496887640,601,1.0,145624.5,145624.5
C1496903190,437,1.0,14270.03,14270.03
C149691394,409,1.0,163081.75,163081.75
C1496976811,797,0.0,0.0,0.0
C149698920,503,1.0,23120.99,23120.99
C1496995653,460,1.0,79203.11,79203.11
C1497021606,532,4.0,1311399.8775118932,327849.9693779733
C1497024567,598,1.0,8173.18,8173.18
C1497049456,668,1.0,112349.24,112349.24
C1497062712,519,1.0,202064.83,202064.83
C1497087084,579,1.0,280097.37,280097.37
C1497095672,450,1.0,322466.41,322466.41
C1497096421,667,1.0,66229.99,66229.99
C1497105109,528,1.0,1453247.61,1453247.61
C1497143634,545,1.0,124805.23,124805.23
C1497182475,623,1.0,17989.41,17989.41
C1497192251,529,5.0,1903695.9774330466,380739.1954866093
C1497230506,575,1.0,149110.34,149110.34
C1497280678,524,1.0,220441.87,220441.87
C1497313386,769,0.0,0.0,0.0
C1497338206,457,1.0,25318.1,25318.1
C1497355816,432,1.0,17563.69,17563.69
C1497357241,410,1.0,48737.19,48737.19
C1497371824,649,1.0,198035.9,198035.9
C1497384239,761,0.0,0.0,0.0
C1497385665,769,0.0,0.0,0.0
C1497396600,122,1.0,11833.75,11833.75
C1497402950,500,1.0,89228.35,89228.35
C1497408198,767,0.0,0.0,0.0
C1497421756,546,1.0,11191.75,11191.75
C1497432245,771,0.0,0.0,0.0
C1497458076,430,1.0,3127.72,3127.72
C1497483145,619,1.0,13696.84,13696.84
C1497498112,643,1.0,67671.12,67671.12
C1497550124,595,1.0,415.81,415.81
C1497572324,452,1.0,6719.73,6719.73
C1497625636,407,1.0,352602.9,352602.9
C1497669472,404,1.0,338072.63,338072.63
C1497697826,474,1.0,10395.53,10395.53
C1497704706,409,1.0,90346.26,90346.26
C1497710920,793,0.0,0.0,0.0
C1497732849,795,0.0,0.0,0.0
C1497758110,450,1.0,120110.33,120110.33
C149776181,120,1.0,5734.46,5734.46
C1497769775,428,1.0,11733.27,11733.27
C1497769919,762,0.0,0.0,0.0
C1497794058,652,1.0,21603.6,21603.6
C1497801640,652,1.0,40118.92,40118.92
C1497808063,407,1.0,5102.4,5102.4
C1497818199,549,1.0,99676.77,99676.77
C1497819541,549,1.0,74317.29,74317.29
C149784587,524,1.0,5544.67,5544.67
C1497857917,522,1.0,131157.18,131157.18
C1497904420,668,1.0,109664.55,109664.55
C1497910956,518,1.0,281481.33,281481.33
C149791445,553,5.0,314382.5966135343,62876.51932270687
C1497914637,450,1.0,4684.27,4684.27
C1497917744,413,1.0,60233.2,60233.2
C1497931181,483,1.0,21049.77,21049.77
C1498001380,428,1.0,19539.08,19539.08
C1498049938,765,0.0,0.0,0.0
C1498113224,122,1.0,383220.96,383220.96
C1498226289,579,1.0,284583.94,284583.94
C1498228185,483,1.0,182268.47,182268.47
C149823840,531,1.0,394537.59,394537.59
C1498240645,475,1.0,154031.93,154031.93
C1498301003,478,1.0,82876.23,82876.23
C1498321496,793,0.0,0.0,0.0
C1498322766,427,1.0,30047.95,30047.95
C149837136,423,1.0,91785.74,91785.74
C1498374531,378,1.0,4961.58,4961.58
C1498419001,509,1.0,211324.09,211324.09
C1498427362,194,1.0,391796.5,391796.5
C1498440187,666,1.0,182075.67,182075.67
C1498488602,647,1.0,1101.95,1101.95
C149850692,593,1.0,16469.13,16469.13
C1498509001,551,4.0,124469.03805508938,31117.259513772344
C1498530608,473,3.0,78734.838771711,26244.946257237
C1498586361,403,1.0,174624.04,174624.04
C1498608951,454,1.0,73337.99,73337.99
C1498615112,790,0.0,0.0,0.0
C1498620399,626,1.0,4327.49,4327.49
C1498622918,547,1.0,59045.94,59045.94
C1498633119,605,1.0,5600.34,5600.34
C1498666786,501,1.0,15854.56,15854.56
C1498690052,798,0.0,0.0,0.0
C1498699023,600,1.0,26159.16,26159.16
C1498713421,624,1.0,29792.11,29792.11
C1498717195,794,0.0,0.0,0.0
C1498728986,766,0.0,0.0,0.0
C1498740119,555,1.0,1668.55,1668.55
C1498765297,571,1.0,220418.5,220418.5
C1498803299,507,5.0,31227.895481147043,6245.579096229409
C1498804858,528,1.0,9224.98,9224.98
C1498828999,446,1.0,1582.11,1582.11
C1498836093,531,1.0,128799.99,128799.99
C1498854921,579,1.0,33780.05,33780.05
C1498888342,790,0.0,0.0,0.0
C1498904752,600,1.0,2871.05,2871.05
C1498916253,580,5.0,1098739.5987541245,219747.9197508249
C1498919312,643,1.0,124072.57,124072.57
C1498919820,406,1.0,35977.05,35977.05
C1498941095,472,1.0,39498.61,39498.61
C1498959529,791,0.0,0.0,0.0
C1498970406,672,1.0,172214.22,172214.22
C1498991210,640,1.0,121250.02,121250.02
C1499027051,595,1.0,18066.64,18066.64
C1499081845,474,1.0,12146.82,12146.82
C1499089776,556,1.0,80884.83,80884.83
C149909199,663,1.0,54849.7,54849.7
C1499121007,501,1.0,206014.24,206014.24
C1499139569,410,1.0,359658.38,359658.38
C1499153769,555,1.0,24749.8,24749.8
C149915985,789,0.0,0.0,0.0
C1499179889,667,1.0,3445.73,3445.73
C1499197260,771,0.0,0.0,0.0
C149920747,557,1.0,30163.21,30163.21
C1499238705,788,0.0,0.0,0.0
C1499251093,402,1.0,88043.41,88043.41
C1499254346,411,1.0,95553.38,95553.38
C149926017,773,0.0,0.0,0.0
C1499273779,794,0.0,0.0,0.0
C1499280843,785,0.0,0.0,0.0
C1499302699,675,1.0,30900.55,30900.55
C1499311797,412,1.0,147476.24,147476.24
C1499319229,434,1.0,173368.56,173368.56
C1499375658,529,1.0,8304.13,8304.13
C1499385099,452,1.0,7031.55,7031.55
C1499459831,600,1.0,20524.88,20524.88
C1499557057,764,0.0,0.0,0.0
C149957790,482,1.0,141198.09,141198.09
C1499602304,643,1.0,43644.06,43644.06
C1499621149,617,1.0,143273.87,143273.87
C1499654201,791,0.0,0.0,0.0
C1499666204,710,1.0,143704.82,143704.82
C1499682571,364,1.0,3553.18,3553.18
C1499683732,457,1.0,12955.92,12955.92
C1499689803,650,1.0,416295.3,416295.3
C1499724930,545,1.0,4401.74,4401.74
C1499726795,456,1.0,238358.34,238358.34
C1499759008,786,0.0,0.0,0.0
C1499793197,521,1.0,67942.56,67942.56
C149980810,764,0.0,0.0,0.0
C1499843524,474,1.0,81918.33,81918.33
C1499844545,790,0.0,0.0,0.0
C1499851753,771,0.0,0.0,0.0
C149987731,553,1.0,35816.44,35816.44
C1499877614,553,1.0,328446.11,328446.11
C1499889303,476,1.0,12866.9,12866.9
C149989999,668,1.0,116429.34,116429.34
C1499931047,402,1.0,14308.49,14308.49
C1499968923,794,0.0,0.0,0.0
C1499975362,545,1.0,2106.22,2106.22
C1499985001,788,0.0,0.0,0.0
C149999248,164,3.0,56730.38040727625,18910.126802425417
C1500030255,453,1.0,195928.05,195928.05
C1500075115,458,1.0,45030.02,45030.02
C1500097131,604,1.0,44868.6,44868.6
C1500117930,624,1.0,100840.12,100840.12
C150012789,768,0.0,0.0,0.0
C1500133387,787,0.0,0.0,0.0
C1500133746,499,1.0,132745.46,132745.46
C1500154986,523,1.0,3972.9,3972.9
C1500159762,451,1.0,168724.19,168724.19
C1500167662,786,0.0,0.0,0.0
C1500199721,101,1.0,160494.52,160494.52
C1500200506,644,1.0,419281.0,419281.0
C1500203014,590,1.0,4107.76,4107.76
C1500228099,651,1.0,19564.35,19564.35
C1500234571,553,1.0,10176.18,10176.18
C1500290168,769,0.0,0.0,0.0
C1500295020,765,0.0,0.0,0.0
C1500313388,480,1.0,68636.46,68636.46
C1500321213,434,1.0,7976.37,7976.37
C1500324075,577,1.0,10508.52,10508.52
C1500336888,406,1.0,18469.19,18469.19
C1500340439,787,0.0,0.0,0.0
C1500348776,527,1.0,37689.31,37689.31
C1500349631,789,0.0,0.0,0.0
C1500361549,509,1.0,328311.19,328311.19
C1500375040,499,5.0,635567.0945089489,127113.41890178977
C1500387232,794,0.0,0.0,0.0
C1500449170,478,1.0,8379.07,8379.07
C1500455141,527,1.0,2782.51,2782.51
C1500534668,643,1.0,133805.26,133805.26
C1500544179,670,1.0,18674.78,18674.78
C15005636,641,1.0,55890.42,55890.42
C1500576073,626,1.0,387738.4,387738.4
C1500595804,528,1.0,262688.05,262688.05
C1500644005,644,1.0,25165.05,25165.05
C1500660627,404,1.0,305738.37,305738.37
C1500695703,673,1.0,19020.2,19020.2
C1500713047,571,1.0,309511.51,309511.51
C1500762286,672,1.0,45804.6,45804.6
C1500783418,599,1.0,168102.12,168102.12
C1500794639,502,1.0,10000000.0,10000000.0
C150080005,524,1.0,106700.69,106700.69
C1500803926,501,1.0,16609.67,16609.67
C1500817410,531,1.0,334257.41,334257.41
C150084501,788,0.0,0.0,0.0
C1500861855,621,1.0,6248.59,6248.59
C1500908660,620,1.0,9618.19,9618.19
C1500962290,602,1.0,417224.16,417224.16
C1500999280,553,1.0,296870.15,296870.15
C150101534,640,1.0,6494.26,6494.26
C1501027550,791,0.0,0.0,0.0
C1501029661,669,1.0,15254.95,15254.95
C150106245,504,1.0,433709.09,433709.09
C1501070425,671,1.0,693770.63,693770.63
C1501089033,409,1.0,721608.75,721608.75
C1501102633,330,4.0,327054.4120821431,81763.60302053578
C1501109043,796,0.0,0.0,0.0
C1501109724,566,1.0,14218.92,14218.92
C1501134843,409,1.0,163025.35,163025.35
C1501189374,788,0.0,0.0,0.0
C1501192682,330,1.0,53720.21,53720.21
C1501241847,788,0.0,0.0,0.0
C1501253443,380,1.0,20556.74,20556.74
C15012566,456,1.0,281449.57,281449.57
C1501319767,545,1.0,12587.11,12587.11
C1501321500,70,4.0,476964.3546356307,119241.08865890767
C1501339513,509,1.0,145595.63,145595.63
C1501342249,501,1.0,123536.87,123536.87
C1501342755,234,5.0,1943668.7269581982,388733.74539163965
C1501345130,604,1.0,57579.44,57579.44
C1501364775,789,0.0,0.0,0.0
C1501435302,556,1.0,2836643.55,2836643.55
C1501450808,579,1.0,388561.57,388561.57
C1501452721,797,0.0,0.0,0.0
C1501482892,532,1.0,42665.81,42665.81
C1501489687,761,0.0,0.0,0.0
C1501500458,576,1.0,32642.25,32642.25
C1501513624,501,1.0,6240.66,6240.66
C1501526737,527,1.0,64414.05,64414.05
C1501553151,795,0.0,0.0,0.0
C150155544,768,0.0,0.0,0.0
C1501567936,623,1.0,239326.16,239326.16
C1501571665,476,1.0,341121.77,341121.77
C1501573913,676,1.0,314078.96,314078.96
C1501582860,623,1.0,142994.18,142994.18
C1501604801,653,1.0,225177.42,225177.42
C1501614307,548,1.0,93768.76,93768.76
C1501651761,605,1.0,234299.78,234299.78
C1501657338,403,1.0,245422.99,245422.99
C1501668619,399,1.0,145485.27,145485.27
C1501676155,601,1.0,13204.56,13204.56
C1501788671,500,1.0,168396.42,168396.42
C150179914,431,1.0,102571.08,102571.08
C1501850026,409,1.0,504696.98,504696.98
C1501850956,198,1.0,10213.76,10213.76
C1501854139,500,1.0,376446.58,376446.58
C1501863316,773,0.0,0.0,0.0
C1501879374,620,1.0,123841.43,123841.43
C1501889191,506,1.0,203333.3,203333.3
C1501892898,499,1.0,100551.16,100551.16
C1501893360,525,1.0,208591.38,208591.38
C1501907260,650,1.0,56018.57,56018.57
C1501991795,578,1.0,8201.2,8201.2
C1501996215,474,3.0,172272.04741532373,57424.01580510791
C1502008469,500,1.0,5264.25,5264.25
C1502013884,625,1.0,123427.92,123427.92
C1502027642,579,1.0,5884.34,5884.34
C1502050904,797,0.0,0.0,0.0
C1502094905,260,1.0,231690.72,231690.72
C1502120946,311,1.0,220807.85,220807.85
C1502123213,411,1.0,6937.19,6937.19
C1502124975,555,1.0,26898.67,26898.67
C1502142948,797,0.0,0.0,0.0
C1502166712,456,1.0,75612.91,75612.91
C1502247373,604,1.0,208715.99,208715.99
C1502247426,478,1.0,145395.71,145395.71
C1502253433,506,1.0,83817.7,83817.7
C1502273823,136,1.0,259367.74,259367.74
C1502290,557,1.0,169569.76,169569.76
C1502291470,643,1.0,93044.31,93044.31
C1502298808,500,1.0,548090.97,548090.97
C1502317690,645,1.0,194780.53,194780.53
C1502328942,404,3.0,10117.823691291467,3372.6078970971557
C1502329045,602,1.0,4038.87,4038.87
C1502373676,645,1.0,200725.11,200725.11
C1502384531,598,4.0,910833.1944794103,227708.29861985258
C1502417585,401,1.0,10487.97,10487.97
C15024358,410,1.0,23948.43,23948.43
C1502442487,281,1.0,13920.3,13920.3
C1502479088,795,0.0,0.0,0.0
C1502510447,499,1.0,737413.84,737413.84
C1502548087,532,4.0,54783.04241090322,13695.760602725804
C1502601795,788,0.0,0.0,0.0
C1502610945,605,1.0,8444.03,8444.03
C1502631858,666,1.0,16530.49,16530.49
C1502653776,672,1.0,122487.78,122487.78
C1502680203,786,0.0,0.0,0.0
C1502771014,693,3.0,1540683.560918294,513561.1869727646
C1502819466,766,0.0,0.0,0.0
C1502822300,408,1.0,40836.38,40836.38
C1502831628,400,1.0,102665.37,102665.37
C1502834888,601,1.0,153904.31,153904.31
C1502835663,646,1.0,1204.75,1204.75
C1502848189,649,1.0,2675.7,2675.7
C1502872250,506,1.0,127812.54,127812.54
C1502905724,524,1.0,505999.46,505999.46
C1502917657,481,1.0,474594.4,474594.4
C1502943540,645,1.0,199922.31,199922.31
C1502978023,501,1.0,108658.85,108658.85
C1502990258,410,1.0,141942.3,141942.3
C1503032898,791,0.0,0.0,0.0
C1503049590,436,1.0,145960.72,145960.72
C1503090423,769,0.0,0.0,0.0
C1503109065,484,1.0,90864.09,90864.09
C1503132492,797,0.0,0.0,0.0
C1503154330,672,1.0,255621.94,255621.94
C1503170069,646,1.0,514726.08,514726.08
C1503171137,577,1.0,289505.34,289505.34
C1503184160,403,1.0,116046.38,116046.38
C1503184400,410,1.0,33305.44,33305.44
C1503218387,552,1.0,125444.66,125444.66
C1503257124,773,0.0,0.0,0.0
C1503261440,574,1.0,113069.36,113069.36
C1503294708,686,1.0,631328.36,631328.36
C1503297956,770,0.0,0.0,0.0
C1503306215,482,1.0,2541422.1,2541422.1
C1503310800,452,1.0,56.23,56.23
C1503346196,624,1.0,1237124.43,1237124.43
C1503346721,711,1.0,455834.18,455834.18
C1503410172,594,1.0,58591.62,58591.62
C1503413411,580,1.0,44440.73,44440.73
C1503424535,668,1.0,231118.36,231118.36
C1503436015,571,1.0,387827.17,387827.17
C1503456218,527,1.0,169318.13,169318.13
C1503480795,446,1.0,4384.71,4384.71
C1503542615,676,1.0,153443.08,153443.08
C1503553312,773,0.0,0.0,0.0
C1503567784,456,1.0,11457.88,11457.88
C1503581017,532,4.0,93715.12258245575,23428.780645613937
C1503616054,600,1.0,239544.24,239544.24
C1503649009,570,1.0,175415.57,175415.57
C1503653394,786,0.0,0.0,0.0
C1503656322,572,1.0,5392.12,5392.12
C1503663838,651,1.0,204542.24,204542.24
C1503713554,501,1.0,4004.81,4004.81
C1503751688,520,1.0,150001.46,150001.46
C1503752687,795,0.0,0.0,0.0
C1503767078,790,0.0,0.0,0.0
C1503787775,672,1.0,26596.88,26596.88
C1503795769,522,1.0,121705.66,121705.66
C1503800247,424,1.0,8767.19,8767.19
C1503809062,483,1.0,428708.11,428708.11
C150381583,598,1.0,49753.89,49753.89
C1503821338,551,1.0,319008.59,319008.59
C1503866675,474,1.0,6576.36,6576.36
C1503903476,475,1.0,4312.45,4312.45
C1503916122,648,1.0,269793.4,269793.4
C1503934714,500,1.0,21815.26,21815.26
C1503957701,402,1.0,87311.5,87311.5
C1503975637,243,1.0,282966.45,282966.45
C1503995067,619,1.0,2664.16,2664.16
C1504004148,118,1.0,77289.77,77289.77
C1504026199,552,1.0,419481.41,419481.41
C1504036611,546,1.0,241821.44,241821.44
C1504053704,793,0.0,0.0,0.0
C1504062786,476,1.0,204862.23,204862.23
C1504076900,435,1.0,5460.41,5460.41
C1504084461,772,0.0,0.0,0.0
C1504101473,451,3.0,420082.91426895757,140027.63808965252
C1504117066,484,1.0,34894.52,34894.52
C1504130345,677,1.0,18759.45,18759.45
C1504141634,580,1.0,5496.31,5496.31
C150416652,451,1.0,12683.51,12683.51
C1504175405,653,1.0,279952.38,279952.38
C1504190973,786,0.0,0.0,0.0
C1504213441,791,0.0,0.0,0.0
C1504228705,427,1.0,9223.85,9223.85
C1504234884,644,1.0,58637.63,58637.63
C1504263650,792,0.0,0.0,0.0
C1504265603,597,1.0,33692.03,33692.03
C1504265715,795,0.0,0.0,0.0
C1504282792,764,0.0,0.0,0.0
C1504300,507,1.0,2826.69,2826.69
C1504404050,676,1.0,39631.65,39631.65
C1504419130,762,0.0,0.0,0.0
C1504434680,555,1.0,243689.73,243689.73
C1504438530,651,1.0,216394.64,216394.64
C150444160,483,1.0,56655.46,56655.46
C1504448213,784,0.0,0.0,0.0
C1504494088,620,1.0,40840.12,40840.12
C150450779,788,0.0,0.0,0.0
C150452844,620,1.0,12611.5,12611.5
C1504571164,478,1.0,6699.04,6699.04
C1504582493,411,1.0,56947.06,56947.06
C1504585340,454,1.0,20390.89,20390.89
C1504623375,410,5.0,503729.34312168456,100745.86862433692
C1504638186,255,1.0,2977.35,2977.35
C1504647124,423,1.0,35885.65,35885.65
C1504665643,505,1.0,13431.33,13431.33
C1504683391,484,1.0,131859.8,131859.8
C1504711176,279,1.0,400885.44,400885.44
C1504719783,459,1.0,38455.38,38455.38
C1504770713,455,1.0,21356.17,21356.17
C1504826284,597,1.0,161952.21,161952.21
C1504858680,409,1.0,17945.11,17945.11
C1504868864,667,1.0,2050.85,2050.85
C1504876240,671,1.0,273517.51,273517.51
C1504929492,212,1.0,42251.79,42251.79
C1504949820,481,1.0,27946.54,27946.54
C1504956909,477,1.0,79204.34,79204.34
C1504969026,619,1.0,151258.0,151258.0
C1504990091,622,1.0,6423.95,6423.95
C1505017182,553,1.0,215666.14,215666.14
C1505019096,669,1.0,146655.37,146655.37
C1505020596,409,1.0,398793.55,398793.55
C1505127829,447,1.0,107893.97,107893.97
C1505136330,503,1.0,496890.43,496890.43
C1505140890,651,1.0,13437.46,13437.46
C150514983,673,1.0,328065.59,328065.59
C1505161230,624,1.0,95055.7,95055.7
C1505174831,428,4.0,16019.10321974697,4004.7758049367426
C1505193204,499,1.0,104401.8,104401.8
C1505197433,526,1.0,6274.22,6274.22
C1505212139,591,1.0,53408.69,53408.69
C1505231580,646,1.0,253538.87,253538.87
C1505236251,602,1.0,8483.64,8483.64
C150525138,523,1.0,74808.13,74808.13
C1505278488,627,1.0,84204.28,84204.28
C1505302487,794,0.0,0.0,0.0
C1505302579,576,1.0,474034.56,474034.56
C1505335279,455,1.0,47285.99,47285.99
C1505336964,788,0.0,0.0,0.0
C1505337112,459,1.0,2932.08,2932.08
C1505337178,476,1.0,306677.45,306677.45
C1505341460,458,1.0,110473.24,110473.24
C1505343143,431,1.0,14848.07,14848.07
C1505370615,773,0.0,0.0,0.0
C1505371578,787,0.0,0.0,0.0
C150540380,670,1.0,144706.94,144706.94
C1505413886,793,0.0,0.0,0.0
C1505444531,602,1.0,125476.36,125476.36
C1505465708,506,1.0,100203.1,100203.1
C1505471986,672,1.0,155266.25,155266.25
C1505483840,256,1.0,11799.93,11799.93
C150548751,408,1.0,1813.46,1813.46
C1505502376,645,1.0,165389.99,165389.99
C1505513052,788,0.0,0.0,0.0
C1505528514,481,1.0,22530.57,22530.57
C1505568477,666,1.0,307766.2,307766.2
C1505597030,260,1.0,11753.07,11753.07
C1505613542,576,1.0,33726.02,33726.02
C150561481,670,1.0,148412.44,148412.44
C1505618830,672,1.0,117509.34,117509.34
C1505624582,761,0.0,0.0,0.0
C1505636520,577,1.0,102707.58,102707.58
C1505638085,453,1.0,66230.76,66230.76
C1505673083,479,1.0,9565220.77,9565220.77
C150567739,451,1.0,406277.36,406277.36
